# site=Albenga, Liguria, IT
# latitude=44.05
# longitude=8.21
# elevation_m=9.0
# source=Open-Meteo historical weather API (ERA5 / ERA5-Land reanalysis), CC BY 4.0
# utc_offset_h=1.0
# start_local=2023-01-01T00:00
# fetched=2026-09-20T11:36+00:00
# unit:shortwave_radiation=W/m²
# kind:shortwave_radiation=preceding_mean
# unit:soil_moisture_0_to_7cm=m³/m³
# kind:soil_moisture_0_to_7cm=instant
# unit:temperature_2m=°C
# kind:temperature_2m=instant
# unit:relative_humidity_2m=%
# kind:relative_humidity_2m=instant
# unit:precipitation=mm
# kind:precipitation=preceding_mean
time,shortwave_radiation,soil_moisture_0_to_7cm,temperature_2m,relative_humidity_2m,precipitation
2023-01-05T00:00,0,0.339,11,97,0
2023-01-05T01:00,0,0.339,12,94,0
2023-01-05T02:00,0,0.339,12,95,0
2023-01-05T03:00,0,0.339,12.7,91,0
2023-01-05T04:00,0,0.339,12.4,94,0
2023-01-05T05:00,0,0.339,12.3,94,0
2023-01-05T06:00,0,0.339,12.2,92,0
2023-01-05T07:00,0,0.338,12,90,0
2023-01-05T08:00,0,0.338,10.4,90,0
2023-01-05T09:00,24,0.338,11.1,88,0
2023-01-05T10:00,132,0.338,12.7,84,0
2023-01-05T11:00,234,0.338,13.4,84,0
2023-01-05T12:00,241,0.337,13.5,83,0
2023-01-05T13:00,243,0.337,13.5,85,0
2023-01-05T14:00,202,0.337,13.6,82,0
2023-01-05T15:00,126,0.336,13.4,82,0
2023-01-05T16:00,98,0.336,13.2,82,0
2023-01-05T17:00,33,0.336,11.6,91,0
2023-01-05T18:00,0,0.336,11.2,89,0
2023-01-05T19:00,0,0.336,11.6,87,0
2023-01-05T20:00,0,0.336,11.4,88,0
2023-01-05T21:00,0,0.336,10.6,89,0
2023-01-05T22:00,0,0.335,10.1,89,0
2023-01-05T23:00,0,0.335,10,89,0
2023-01-06T00:00,0,0.335,9.9,90,0
2023-01-06T01:00,0,0.335,13.2,72,0
2023-01-06T02:00,0,0.335,13.4,67,0
2023-01-06T03:00,0,0.335,13.6,66,0
2023-01-06T04:00,0,0.335,13.6,70,0
2023-01-06T05:00,0,0.335,13.1,76,0
2023-01-06T06:00,0,0.335,11.7,79,0
2023-01-06T07:00,0,0.335,12.5,78,0
2023-01-06T08:00,0,0.335,12.6,78,0
2023-01-06T09:00,35,0.335,12.5,78,0
2023-01-06T10:00,152,0.335,12.9,79,0
2023-01-06T11:00,255,0.335,13.5,82,0
2023-01-06T12:00,320,0.334,13.9,84,0
2023-01-06T13:00,332,0.333,13.9,86,0
2023-01-06T14:00,286,0.333,14.2,85,0
2023-01-06T15:00,204,0.333,14,85,0
2023-01-06T16:00,150,0.333,13.6,87,0
2023-01-06T17:00,38,0.333,12.4,93,0
2023-01-06T18:00,0,0.333,13.2,92,0
2023-01-06T19:00,0,0.332,12.9,93,0
2023-01-06T20:00,0,0.333,11.5,96,0
2023-01-06T21:00,0,0.333,11.4,95,0
2023-01-06T22:00,0,0.333,11.3,93,0
2023-01-06T23:00,0,0.333,11.6,88,0
2023-01-07T00:00,0,0.333,12.1,84,0
2023-01-07T01:00,0,0.335,10.7,90,0
2023-01-07T02:00,0,0.335,11.1,87,0
2023-01-07T03:00,0,0.335,13.2,80,0
2023-01-07T04:00,0,0.335,11.9,90,0
2023-01-07T05:00,0,0.335,12,90,0
2023-01-07T06:00,0,0.335,11.6,92,0
2023-01-07T07:00,0,0.335,11.7,91,0
2023-01-07T08:00,0,0.336,12.3,87,0
2023-01-07T09:00,21,0.336,12.1,88,0
2023-01-07T10:00,107,0.336,12.6,88,0
2023-01-07T11:00,201,0.336,12.8,89,0
2023-01-07T12:00,243,0.336,12.8,90,0
2023-01-07T13:00,204,0.337,12.7,89,0
2023-01-07T14:00,106,0.343,12.5,91,0.6
2023-01-07T15:00,118,0.343,12.1,89,0
2023-01-07T16:00,59,0.343,11.8,87,0
2023-01-07T17:00,18,0.342,11.5,86,0
2023-01-07T18:00,0,0.343,11.3,86,0.1
2023-01-07T19:00,0,0.344,10.9,87,0.1
2023-01-07T20:00,0,0.344,10.7,89,0
2023-01-07T21:00,0,0.344,10.6,90,0
2023-01-07T22:00,0,0.343,10.3,88,0
2023-01-07T23:00,0,0.343,10.4,88,0
2023-01-08T00:00,0,0.343,10.5,90,0
2023-01-08T01:00,0,0.34,11.4,90,0
2023-01-08T02:00,0,0.34,11.6,90,0
2023-01-08T03:00,0,0.34,11.2,93,0
2023-01-08T04:00,0,0.34,10,94,0
2023-01-08T05:00,0,0.341,10.2,94,0.1
2023-01-08T06:00,0,0.341,11.1,88,0
2023-01-08T07:00,0,0.342,11.4,89,0.1
2023-01-08T08:00,0,0.345,11.4,91,0.3
2023-01-08T09:00,6,0.352,11.5,95,0.5
2023-01-08T10:00,44,0.358,11.8,94,0.6
2023-01-08T11:00,100,0.364,12.4,91,0.5
2023-01-08T12:00,142,0.364,13,85,0.2
2023-01-08T13:00,64,0.366,12.3,89,0.4
2023-01-08T14:00,48,0.372,12.2,94,0.5
2023-01-08T15:00,37,0.385,12.2,95,1.1
