# site=Albenga, Liguria, IT
# latitude=44.05
# longitude=8.21
# elevation_m=9.0
# source=Open-Meteo historical weather API (ERA5 / ERA5-Land reanalysis), CC BY 4.0
# utc_offset_h=1.0
# start_local=2023-01-01T00:00
# fetched=2026-09-20T11:36+00:00
# unit:shortwave_radiation=W/m²
# kind:shortwave_radiation=preceding_mean
# unit:soil_moisture_0_to_7cm=m³/m³
# kind:soil_moisture_0_to_7cm=instant
# unit:temperature_2m=°C
# kind:temperature_2m=instant
# unit:relative_humidity_2m=%
# kind:relative_humidity_2m=instant
# unit:precipitation=mm
# kind:precipitation=preceding_mean
time,shortwave_radiation,soil_moisture_0_to_7cm,temperature_2m,relative_humidity_2m,precipitation
2023-03-13T12:00,517,0.252,15.9,76,0
2023-03-13T13:00,385,0.253,14.6,85,0
2023-03-13T14:00,337,0.253,15,82,0
2023-03-13T15:00,208,0.253,14.7,84,0
2023-03-13T16:00,219,0.253,14.6,85,0
2023-03-13T17:00,165,0.253,14.1,88,0
2023-03-13T18:00,63,0.253,13.5,89,0
2023-03-13T19:00,6,0.253,12.7,94,0
2023-03-13T20:00,0,0.253,12.9,92,0
2023-03-13T21:00,0,0.253,12.9,93,0
2023-03-13T22:00,0,0.253,13,91,0
2023-03-13T23:00,0,0.253,13.1,90,0
2023-03-14T00:00,0,0.254,13,92,0
2023-03-14T01:00,0,0.261,12.8,94,0.1
2023-03-14T02:00,0,0.262,13,93,0.1
2023-03-14T03:00,0,0.264,13.1,92,0.1
2023-03-14T04:00,0,0.267,13.2,93,0.4
2023-03-14T05:00,0,0.271,13.4,94,0.3
2023-03-14T06:00,0,0.272,12.9,87,0
2023-03-14T07:00,2,0.272,11.5,85,0
2023-03-14T08:00,79,0.272,12.5,83,0
2023-03-14T09:00,209,0.272,14.7,69,0
2023-03-14T10:00,420,0.271,15.9,66,0
2023-03-14T11:00,492,0.271,16.4,70,0
2023-03-14T12:00,655,0.27,16.5,76,0
2023-03-14T13:00,664,0.268,17.4,63,0
2023-03-14T14:00,617,0.267,18.3,57,0
2023-03-14T15:00,402,0.266,17.4,63,0
2023-03-14T16:00,275,0.265,16.2,73,0
2023-03-14T17:00,222,0.265,15.7,77,0
2023-03-14T18:00,98,0.265,14,89,0
2023-03-14T19:00,9,0.265,11.5,92,0
2023-03-14T20:00,0,0.265,10.4,93,0
2023-03-14T21:00,0,0.265,10.4,84,0
2023-03-14T22:00,0,0.265,8.5,77,0
2023-03-14T23:00,0,0.265,8.6,55,0
2023-03-15T00:00,0,0.265,9,49,0
2023-03-15T01:00,0,0.27,11.3,33,0
2023-03-15T02:00,0,0.269,13.3,21,0
2023-03-15T03:00,0,0.269,12.8,23,0
2023-03-15T04:00,0,0.268,12.6,23,0
2023-03-15T05:00,0,0.268,12.5,24,0
2023-03-15T06:00,0,0.268,11.2,28,0
2023-03-15T07:00,3,0.267,11.3,30,0
2023-03-15T08:00,100,0.267,12.5,31,0
2023-03-15T09:00,281,0.266,13.9,30,0
2023-03-15T10:00,453,0.265,14.2,30,0
2023-03-15T11:00,586,0.264,14.3,26,0
2023-03-15T12:00,690,0.263,15,24,0
2023-03-15T13:00,731,0.257,16.3,21,0
2023-03-15T14:00,701,0.255,16.8,21,0
2023-03-15T15:00,617,0.254,16.7,21,0
2023-03-15T16:00,473,0.253,16.1,23,0
2023-03-15T17:00,286,0.252,15.3,30,0
2023-03-15T18:00,132,0.252,14,42,0
2023-03-15T19:00,10,0.252,10.2,52,0
2023-03-15T20:00,0,0.252,11.3,33,0
2023-03-15T21:00,0,0.252,11.2,30,0
2023-03-15T22:00,0,0.252,10.6,31,0
2023-03-15T23:00,0,0.251,10.2,32,0
2023-03-16T00:00,0,0.251,9.8,34,0
2023-03-16T01:00,0,0.254,10.3,34,0
2023-03-16T02:00,0,0.254,9.6,38,0
2023-03-16T03:00,0,0.254,7.9,49,0
2023-03-16T04:00,0,0.254,6.7,56,0
2023-03-16T05:00,0,0.254,6.5,53,0
2023-03-16T06:00,0,0.254,6.2,53,0
2023-03-16T07:00,3,0.254,6.6,57,0
2023-03-16T08:00,96,0.254,11.2,46,0
2023-03-16T09:00,265,0.253,13,46,0
2023-03-16T10:00,435,0.253,13.5,49,0
2023-03-16T11:00,568,0.252,13.9,46,0
2023-03-16T12:00,664,0.251,14,44,0
2023-03-16T13:00,701,0.251,13.7,43,0
2023-03-16T14:00,611,0.25,14,45,0
2023-03-16T15:00,546,0.249,13.7,51,0
2023-03-16T16:00,462,0.248,13.6,51,0
2023-03-16T17:00,292,0.248,13.3,51,0
2023-03-16T18:00,124,0.248,11.9,71,0
2023-03-16T19:00,11,0.248,12.6,54,0
2023-03-16T20:00,0,0.248,12.3,55,0
2023-03-16T21:00,0,0.248,9.6,66,0
2023-03-16T22:00,0,0.248,7.6,73,0
2023-03-16T23:00,0,0.248,7.3,73,0
2023-03-17T00:00,0,0.248,7.2,72,0
2023-03-17T01:00,0,0.252,7.8,67,0
2023-03-17T02:00,0,0.252,7.8,66,0
2023-03-17T03:00,0,0.252,8.4,58,0
2023-03-17T04:00,0,0.252,9,55,0
2023-03-17T05:00,0,0.252,9.3,53,0
2023-03-17T06:00,0,0.252,9.5,53,0
2023-03-17T07:00,4,0.252,9.5,53,0
2023-03-17T08:00,96,0.252,11,52,0
2023-03-17T09:00,271,0.251,13.1,48,0
2023-03-17T10:00,436,0.251,14.3,44,0
2023-03-17T11:00,577,0.25,15.4,40,0
2023-03-17T12:00,662,0.249,15.9,40,0
2023-03-17T13:00,697,0.242,16,40,0
2023-03-17T14:00,670,0.241,16.3,41,0
2023-03-17T15:00,591,0.24,15.3,52,0
2023-03-17T16:00,475,0.239,14.5,64,0
2023-03-17T17:00,310,0.239,13.7,67,0
2023-03-17T18:00,131,0.238,12.1,84,0
2023-03-17T19:00,12,0.239,12.8,70,0
2023-03-17T20:00,0,0.239,9.3,75,0
2023-03-17T21:00,0,0.239,9.7,59,0
2023-03-17T22:00,0,0.239,9.3,61,0
2023-03-17T23:00,0,0.239,9,63,0
2023-03-18T00:00,0,0.239,8.8,64,0
2023-03-18T01:00,0,0.234,8.7,66,0
2023-03-18T02:00,0,0.234,8.6,66,0
2023-03-18T03:00,0,0.234,8.4,65,0
2023-03-18T04:00,0,0.234,8.2,66,0
2023-03-18T05:00,0,0.234,8.5,64,0
2023-03-18T06:00,0,0.234,8.8,61,0
2023-03-18T07:00,5,0.234,8.6,63,0
2023-03-18T08:00,104,0.234,11.1,57,0
2023-03-18T09:00,265,0.234,12.7,61,0
2023-03-18T10:00,402,0.234,13.2,68,0
2023-03-18T11:00,439,0.233,13.8,69,0
2023-03-18T12:00,424,0.234,13.8,71,0.1
2023-03-18T13:00,432,0.233,13.1,76,0.2
2023-03-18T14:00,326,0.234,13.1,80,0.1
2023-03-18T15:00,310,0.234,13.1,80,0
2023-03-18T16:00,275,0.234,13.1,81,0
2023-03-18T17:00,183,0.234,12.7,83,0
2023-03-18T18:00,88,0.234,12.2,82,0
2023-03-18T19:00,10,0.234,11,87,0
2023-03-18T20:00,0,0.234,11.6,83,0
2023-03-18T21:00,0,0.234,10.5,88,0
2023-03-18T22:00,0,0.234,10,87,0
2023-03-18T23:00,0,0.235,10.1,84,0
2023-03-19T00:00,0,0.235,10.1,84,0
2023-03-19T01:00,0,0.229,10.6,85,0
2023-03-19T02:00,0,0.229,10.6,85,0
2023-03-19T03:00,0,0.229,10.3,84,0
2023-03-19T04:00,0,0.23,9.7,84,0
2023-03-19T05:00,0,0.23,9.6,82,0
2023-03-19T06:00,0,0.23,9.2,81,0
2023-03-19T07:00,5,0.23,9,78,0
2023-03-19T08:00,89,0.23,11,72,0
2023-03-19T09:00,188,0.23,13.1,66,0
2023-03-19T10:00,318,0.23,13.8,71,0
2023-03-19T11:00,463,0.229,14.4,71,0
2023-03-19T12:00,603,0.228,14.8,69,0
2023-03-19T13:00,573,0.229,14.1,79,0
2023-03-19T14:00,496,0.23,14.3,80,0.1
2023-03-19T15:00,379,0.229,13.9,83,0
2023-03-19T16:00,281,0.229,13.8,82,0
2023-03-19T17:00,185,0.229,13.6,79,0
2023-03-19T18:00,83,0.231,13,81,0.2
2023-03-19T19:00,10,0.236,11.9,87,0.6
2023-03-19T20:00,0,0.236,11.4,88,0
2023-03-19T21:00,0,0.236,10.2,88,0
2023-03-19T22:00,0,0.241,9.5,89,0.5
2023-03-19T23:00,0,0.245,9.9,89,0.3
2023-03-20T00:00,0,0.246,9.8,87,0.1
2023-03-20T01:00,0,0.235,9.7,89,0
2023-03-20T02:00,0,0.235,9.1,88,0
2023-03-20T03:00,0,0.235,8.9,88,0
2023-03-20T04:00,0,0.235,8.6,87,0
2023-03-20T05:00,0,0.235,8.9,86,0
2023-03-20T06:00,0,0.235,8.8,85,0
2023-03-20T07:00,7,0.235,9.7,81,0
2023-03-20T08:00,111,0.236,12.2,76,0
2023-03-20T09:00,284,0.236,14.6,68,0
2023-03-20T10:00,455,0.235,16.2,57,0
2023-03-20T11:00,587,0.235,17.3,49,0
2023-03-20T12:00,666,0.234,18.1,44,0
2023-03-20T13:00,698,0.232,17.8,48,0
2023-03-20T14:00,649,0.231,18.1,53,0
2023-03-20T15:00,488,0.23,17.5,63,0
2023-03-20T16:00,324,0.23,16.5,72,0
2023-03-20T17:00,296,0.23,15.7,73,0
2023-03-20T18:00,139,0.23,14.6,78,0
2023-03-20T19:00,15,0.23,13.2,77,0
2023-03-20T20:00,0,0.23,11.1,82,0
2023-03-20T21:00,0,0.23,10.7,78,0
2023-03-20T22:00,0,0.23,10.4,74,0
2023-03-20T23:00,0,0.23,9.6,74,0
2023-03-21T00:00,0,0.23,9.2,73,0
2023-03-21T01:00,0,0.232,9.5,72,0
2023-03-21T02:00,0,0.232,9,73,0
2023-03-21T03:00,0,0.232,8.8,73,0
2023-03-21T04:00,0,0.232,8.6,74,0
2023-03-21T05:00,0,0.232,8.4,76,0
2023-03-21T06:00,0,0.232,8.3,77,0
2023-03-21T07:00,8,0.232,8.8,75,0
2023-03-21T08:00,120,0.232,12.3,67,0
2023-03-21T09:00,297,0.232,15.6,58,0
2023-03-21T10:00,462,0.232,15.3,67,0
2023-03-21T11:00,602,0.231,15.3,72,0
2023-03-21T12:00,693,0.23,15.6,72,0
2023-03-21T13:00,704,0.229,15.8,69,0
2023-03-21T14:00,689,0.228,16.3,65,0
2023-03-21T15:00,561,0.227,16.1,66,0
2023-03-21T16:00,414,0.227,15.8,68,0
2023-03-21T17:00,277,0.227,15.1,73,0
2023-03-21T18:00,109,0.227,14.1,84,0
2023-03-21T19:00,13,0.227,11.8,90,0
2023-03-21T20:00,0,0.227,11.7,85,0
2023-03-21T21:00,0,0.227,11.6,84,0
2023-03-21T22:00,0,0.227,10.9,87,0
2023-03-21T23:00,0,0.227,10.3,89,0
2023-03-22T00:00,0,0.228,10.2,87,0
2023-03-22T01:00,0,0.227,10.7,84,0
2023-03-22T02:00,0,0.227,9.4,84,0
2023-03-22T03:00,0,0.227,9.9,82,0
2023-03-22T04:00,0,0.227,9.2,82,0
2023-03-22T05:00,0,0.227,9.3,81,0
2023-03-22T06:00,0,0.228,9.4,81,0
2023-03-22T07:00,9,0.228,9.7,81,0
2023-03-22T08:00,120,0.228,13.4,72,0
2023-03-22T09:00,300,0.228,15.4,65,0
2023-03-22T10:00,470,0.227,15.9,66,0
2023-03-22T11:00,605,0.227,15.9,72,0
2023-03-22T12:00,693,0.226,15.8,77,0
2023-03-22T13:00,723,0.225,15,76,0
2023-03-22T14:00,684,0.224,16,71,0
2023-03-22T15:00,573,0.223,15.7,72,0
2023-03-22T16:00,456,0.223,15.1,78,0
2023-03-22T17:00,300,0.222,14.6,81,0
2023-03-22T18:00,138,0.222,13.4,88,0
2023-03-22T19:00,17,0.223,12.8,92,0
2023-03-22T20:00,0,0.223,10.4,97,0
2023-03-22T21:00,0,0.223,11,95,0
2023-03-22T22:00,0,0.223,10,94,0
2023-03-22T23:00,0,0.223,9.5,93,0
2023-03-23T00:00,0,0.223,9.6,89,0
2023-03-23T01:00,0,0.224,9.6,91,0
2023-03-23T02:00,0,0.224,9,93,0
2023-03-23T03:00,0,0.224,8.7,95,0
2023-03-23T04:00,0,0.224,10,95,0
2023-03-23T05:00,0,0.225,9.9,97,0
2023-03-23T06:00,0,0.225,10.2,97,0
2023-03-23T07:00,5,0.225,10.5,95,0
2023-03-23T08:00,41,0.225,11,94,0
2023-03-23T09:00,97,0.226,11.2,95,0.1
2023-03-23T10:00,156,0.227,11.4,95,0.1
2023-03-23T11:00,297,0.228,12.3,90,0
2023-03-23T12:00,450,0.228,13.3,85,0.1
2023-03-23T13:00,373,0.228,13.5,78,0.1
2023-03-23T14:00,443,0.228,14.4,72,0
2023-03-23T15:00,442,0.227,14.6,74,0
2023-03-23T16:00,330,0.227,14.4,79,0
2023-03-23T17:00,164,0.227,13.6,86,0
2023-03-23T18:00,72,0.227,13.2,89,0
2023-03-23T19:00,9,0.228,12.8,91,0
2023-03-23T20:00,0,0.228,12.6,91,0
2023-03-23T21:00,0,0.228,12.5,92,0
2023-03-23T22:00,0,0.228,12.4,92,0
2023-03-23T23:00,0,0.228,12.2,94,0
2023-03-24T00:00,0,0.228,12.1,95,0
2023-03-24T01:00,0,0.233,12.2,95,0
2023-03-24T02:00,0,0.233,12.5,96,0
2023-03-24T03:00,0,0.233,12.1,99,0
2023-03-24T04:00,0,0.234,12,98,0
2023-03-24T05:00,0,0.234,11.9,96,0
2023-03-24T06:00,0,0.234,12,94,0
2023-03-24T07:00,6,0.234,12.1,92,0
2023-03-24T08:00,48,0.235,12.6,89,0
2023-03-24T09:00,163,0.234,13.5,82,0
2023-03-24T10:00,346,0.234,14.8,79,0
2023-03-24T11:00,347,0.234,15,78,0
2023-03-24T12:00,458,0.233,15.5,76,0
2023-03-24T13:00,617,0.233,15.8,75,0
2023-03-24T14:00,539,0.232,15.9,77,0
2023-03-24T15:00,510,0.231,15.6,79,0
2023-03-24T16:00,456,0.231,15.3,80,0
2023-03-24T17:00,264,0.231,14.4,85,0
2023-03-24T18:00,91,0.231,13.7,91,0
2023-03-24T19:00,10,0.232,13.3,94,0.1
2023-03-24T20:00,0,0.233,13.2,95,0.2
2023-03-24T21:00,0,0.235,13.2,96,0.1
2023-03-24T22:00,0,0.235,13,96,0
2023-03-24T23:00,0,0.235,12.8,97,0
2023-03-25T00:00,0,0.235,12.4,98,0
2023-03-25T01:00,0,0.239,13.3,95,0
2023-03-25T02:00,0,0.239,13.4,93,0
2023-03-25T03:00,0,0.239,13.5,91,0
2023-03-25T04:00,0,0.239,13.4,91,0
2023-03-25T05:00,0,0.239,12.6,92,0
2023-03-25T06:00,0,0.239,11.3,93,0
2023-03-25T07:00,13,0.239,10.3,90,0
2023-03-25T08:00,133,0.239,12.6,76,0
2023-03-25T09:00,292,0.239,14.8,73,0
2023-03-25T10:00,477,0.239,15.3,84,0
2023-03-25T11:00,637,0.238,16.2,80,0
2023-03-25T12:00,722,0.238,16.8,71,0
2023-03-25T13:00,737,0.237,16.2,76,0
2023-03-25T14:00,694,0.236,16.5,80,0
2023-03-25T15:00,633,0.235,16.9,69,0
2023-03-25T16:00,484,0.234,16.6,68,0
2023-03-25T17:00,338,0.234,15.7,76,0
2023-03-25T18:00,152,0.234,14.8,81,0
2023-03-25T19:00,21,0.234,12.7,93,0
2023-03-25T20:00,0,0.234,11.4,95,0
2023-03-25T21:00,0,0.234,11.1,92,0
2023-03-25T22:00,0,0.234,11.1,87,0
2023-03-25T23:00,0,0.234,10.3,84,0
2023-03-26T00:00,0,0.234,9.7,83,0
2023-03-26T01:00,0,0.228,10.2,84,0
2023-03-26T02:00,0,0.228,10.8,77,0
2023-03-26T03:00,0,0.228,12.4,70,0
2023-03-26T04:00,0,0.228,9.7,82,0
2023-03-26T05:00,0,0.228,10.3,82,0
2023-03-26T06:00,0,0.228,10.3,88,0
2023-03-26T07:00,11,0.228,10.9,89,0
2023-03-26T08:00,87,0.228,12.1,87,0
2023-03-26T09:00,179,0.228,13.2,77,0
2023-03-26T10:00,278,0.228,13.8,72,0
2023-03-26T11:00,362,0.228,14,73,0
2023-03-26T12:00,518,0.227,14.7,72,0
2023-03-26T13:00,658,0.226,15.6,75,0
2023-03-26T14:00,623,0.226,17.2,72,0
2023-03-26T15:00,473,0.23,16.7,78,0.5
2023-03-26T16:00,321,0.312,15.3,84,6.2
2023-03-26T17:00,201,0.311,15.8,83,0
2023-03-26T18:00,146,0.31,14.5,93,0
2023-03-26T19:00,23,0.309,14.2,93,0
2023-03-26T20:00,0,0.308,10.6,91,0
2023-03-26T21:00,0,0.307,9.3,86,0
2023-03-26T22:00,0,0.307,10.9,72,0
2023-03-26T23:00,0,0.306,11.2,61,0
2023-03-27T00:00,0,0.305,10.4,59,0
2023-03-27T01:00,0,0.276,12.2,65,0
2023-03-27T02:00,0,0.278,11.5,61,0.2
2023-03-27T03:00,0,0.278,11.9,56,0
2023-03-27T04:00,0,0.278,11.7,54,0
2023-03-27T05:00,0,0.277,10.9,56,0
2023-03-27T06:00,0,0.277,9.2,63,0
2023-03-27T07:00,19,0.277,9.5,63,0
2023-03-27T08:00,160,0.276,13.3,59,0
2023-03-27T09:00,349,0.276,16.5,47,0
2023-03-27T10:00,524,0.275,18.5,30,0
2023-03-27T11:00,653,0.273,19.1,21,0
2023-03-27T12:00,752,0.271,19.1,22,0
2023-03-27T13:00,751,0.265,19.7,21,0
2023-03-27T14:00,765,0.263,19.7,20,0
2023-03-27T15:00,663,0.261,19.4,19,0
2023-03-27T16:00,543,0.26,19,19,0
2023-03-27T17:00,370,0.258,17.7,21,0
2023-03-27T18:00,181,0.257,16.3,21,0
2023-03-27T19:00,28,0.257,14.6,23,0
2023-03-27T20:00,0,0.256,13.4,25,0
2023-03-27T21:00,0,0.256,12.6,25,0
2023-03-27T22:00,0,0.256,11.5,27,0
2023-03-27T23:00,0,0.255,10.1,32,0
2023-03-28T00:00,0,0.255,9.4,31,0
2023-03-28T01:00,0,0.258,8.9,33,0
2023-03-28T02:00,0,0.257,8.9,30,0
2023-03-28T03:00,0,0.257,9.2,28,0
2023-03-28T04:00,0,0.256,9.5,28,0
2023-03-28T05:00,0,0.256,9.1,30,0
2023-03-28T06:00,0,0.256,8.2,34,0
2023-03-28T07:00,22,0.256,8.4,39,0
2023-03-28T08:00,167,0.255,10.5,36,0
2023-03-28T09:00,356,0.254,12.4,30,0
2023-03-28T10:00,533,0.253,13.7,25,0
2023-03-28T11:00,672,0.252,14,25,0
2023-03-28T12:00,759,0.251,14,27,0
2023-03-28T13:00,786,0.247,14,32,0
2023-03-28T14:00,756,0.246,14.2,33,0
2023-03-28T15:00,570,0.245,14,37,0
2023-03-28T16:00,399,0.244,13.6,43,0
2023-03-28T17:00,349,0.243,13.5,48,0
2023-03-28T18:00,169,0.243,12.6,54,0
2023-03-28T19:00,27,0.243,11.3,64,0
2023-03-28T20:00,0,0.243,10.3,74,0
2023-03-28T21:00,0,0.243,8.8,84,0
2023-03-28T22:00,0,0.243,9.2,80,0
2023-03-28T23:00,0,0.243,11.9,70,0
2023-03-29T00:00,0,0.243,11.6,71,0
2023-03-29T01:00,0,0.238,11.1,72,0
2023-03-29T02:00,0,0.238,10.9,75,0
2023-03-29T03:00,0,0.238,9.7,76,0
2023-03-29T04:00,0,0.238,7.5,82,0
2023-03-29T05:00,0,0.238,9.5,73,0
2023-03-29T06:00,0,0.238,10.4,68,0
2023-03-29T07:00,20,0.238,8.9,81,0
2023-03-29T08:00,121,0.238,10.9,76,0
2023-03-29T09:00,246,0.237,11.9,77,0
2023-03-29T10:00,424,0.237,13.3,71,0
2023-03-29T11:00,426,0.236,13.9,68,0
2023-03-29T12:00,515,0.235,14.6,65,0
2023-03-29T13:00,722,0.235,14.2,63,0
2023-03-29T14:00,679,0.234,14.6,62,0
2023-03-29T15:00,588,0.233,14.4,63,0
2023-03-29T16:00,465,0.232,14,66,0
2023-03-29T17:00,318,0.232,13.3,67,0
2023-03-29T18:00,153,0.231,12.7,68,0
2023-03-29T19:00,23,0.231,11.9,70,0
2023-03-29T20:00,0,0.231,10.3,79,0
2023-03-29T21:00,0,0.232,10.1,84,0
2023-03-29T22:00,0,0.233,10.5,90,0.1
2023-03-29T23:00,0,0.234,10.8,92,0.2
2023-03-30T00:00,0,0.236,11.2,93,0.1
2023-03-30T01:00,0,0.24,11.4,94,0.1
2023-03-30T02:00,0,0.242,11.9,93,0.2
2023-03-30T03:00,0,0.245,12,96,0.2
2023-03-30T04:00,0,0.249,12,98,0.3
2023-03-30T05:00,0,0.251,11.9,97,0.1
2023-03-30T06:00,0,0.252,11.8,95,0.1
2023-03-30T07:00,8,0.252,11.6,96,0
2023-03-30T08:00,59,0.253,11.9,96,0
2023-03-30T09:00,145,0.253,12.1,95,0
2023-03-30T10:00,221,0.253,12.8,90,0.1
2023-03-30T11:00,318,0.253,13.6,85,0
2023-03-30T12:00,454,0.253,14.4,80,0
2023-03-30T13:00,525,0.251,13.3,90,0
2023-03-30T14:00,494,0.253,14.3,84,0.3
2023-03-30T15:00,419,0.255,14.2,84,0.2
2023-03-30T16:00,306,0.257,13.8,85,0.2
2023-03-30T17:00,213,0.258,13.6,83,0.2
2023-03-30T18:00,98,0.259,13.1,90,0.1
2023-03-30T19:00,21,0.26,12.3,97,0.1
2023-03-30T20:00,0,0.26,12.1,97,0.1
2023-03-30T21:00,0,0.26,11.8,97,0
2023-03-30T22:00,0,0.26,10.9,98,0
2023-03-30T23:00,0,0.26,12.3,95,0
2023-03-31T00:00,0,0.26,11.1,96,0
2023-03-31T01:00,0,0.251,10.9,96,0
2023-03-31T02:00,0,0.252,10.4,97,0
2023-03-31T03:00,0,0.252,10.2,97,0
2023-03-31T04:00,0,0.252,9.7,97,0
2023-03-31T05:00,0,0.252,10.6,97,0
2023-03-31T06:00,0,0.256,10.4,97,0.3
2023-03-31T07:00,7,0.256,10.8,96,0
2023-03-31T08:00,65,0.256,11.3,89,0
2023-03-31T09:00,143,0.256,11.5,91,0
2023-03-31T10:00,159,0.256,11.6,91,0
2023-03-31T11:00,181,0.257,12.1,91,0.2
2023-03-31T12:00,225,0.259,12.9,86,0.2
2023-03-31T13:00,254,0.257,12.2,89,0.1
2023-03-31T14:00,291,0.26,13.1,86,0.3
2023-03-31T15:00,344,0.261,13.9,80,0.1
2023-03-31T16:00,252,0.26,13.5,84,0
2023-03-31T17:00,185,0.26,13.1,87,0
2023-03-31T18:00,88,0.26,13.1,87,0
2023-03-31T19:00,26,0.26,12,91,0
2023-03-31T20:00,0,0.26,11.8,92,0
2023-03-31T21:00,0,0.26,9,100,0
2023-03-31T22:00,0,0.259,10.6,94,0
2023-03-31T23:00,0,0.259,10.1,85,0
2023-04-01T00:00,0,0.259,7.8,83,0
2023-04-01T01:00,0,0.268,11.7,84,0
2023-04-01T02:00,0,0.268,10.1,76,0
2023-04-01T03:00,0,0.268,8.3,74,0
2023-04-01T04:00,0,0.268,8.5,66,0
2023-04-01T05:00,0,0.268,7.8,65,0
2023-04-01T06:00,0,0.268,7.6,66,0
2023-04-01T07:00,32,0.267,8.6,68,0
2023-04-01T08:00,187,0.267,12.6,66,0
2023-04-01T09:00,378,0.267,17.2,66,0
2023-04-01T10:00,553,0.266,17.9,47,0
2023-04-01T11:00,689,0.265,18.4,45,0
2023-04-01T12:00,776,0.263,19.1,39,0
2023-04-01T13:00,803,0.268,18.5,32,0
2023-04-01T14:00,716,0.266,19.5,29,0
2023-04-01T15:00,663,0.264,18.7,46,0
2023-04-01T16:00,518,0.263,16.5,68,0
2023-04-01T17:00,327,0.262,15.7,62,0
2023-04-01T18:00,176,0.262,15.6,58,0
2023-04-01T19:00,33,0.262,13.3,64,0
2023-04-01T20:00,0,0.261,11.4,68,0
2023-04-01T21:00,0,0.261,11.4,68,0
2023-04-01T22:00,0,0.261,11.3,75,0
2023-04-01T23:00,0,0.261,11.6,75,0
2023-04-02T00:00,0,0.261,11.6,67,0
2023-04-02T01:00,0,0.265,12.1,77,0
2023-04-02T02:00,0,0.266,11.9,78,0.1
2023-04-02T03:00,0,0.266,12,77,0
2023-04-02T04:00,0,0.266,11.9,75,0
2023-04-02T05:00,0,0.265,12.3,60,0
2023-04-02T06:00,0,0.265,12.2,52,0
2023-04-02T07:00,32,0.265,13.1,49,0
2023-04-02T08:00,179,0.264,14.8,44,0
2023-04-02T09:00,372,0.264,16.2,39,0
2023-04-02T10:00,544,0.262,17.5,37,0
2023-04-02T11:00,682,0.261,18.4,35,0
2023-04-02T12:00,762,0.259,18.9,33,0
2023-04-02T13:00,757,0.26,19.2,33,0
2023-04-02T14:00,688,0.26,19,37,0.2
2023-04-02T15:00,418,0.263,18.3,42,0.4
2023-04-02T16:00,533,0.261,19.3,30,0
2023-04-02T17:00,378,0.26,18.8,33,0
2023-04-02T18:00,161,0.259,17.3,37,0
2023-04-02T19:00,34,0.259,15.6,40,0
2023-04-02T20:00,0,0.259,14.3,46,0
2023-04-02T21:00,0,0.259,13.1,52,0
2023-04-02T22:00,0,0.258,12.7,54,0
2023-04-02T23:00,0,0.258,13.3,50,0
2023-04-03T00:00,0,0.258,14.2,45,0
2023-04-03T01:00,0,0.244,14.3,45,0
2023-04-03T02:00,0,0.244,15.1,41,0
2023-04-03T03:00,0,0.244,15.2,40,0
2023-04-03T04:00,0,0.243,14.8,41,0
2023-04-03T05:00,0,0.243,14.4,42,0
2023-04-03T06:00,0,0.243,13.6,43,0
2023-04-03T07:00,33,0.243,14,44,0
2023-04-03T08:00,181,0.242,16,41,0
2023-04-03T09:00,370,0.241,17.8,36,0
2023-04-03T10:00,537,0.24,18.6,34,0
2023-04-03T11:00,634,0.239,18.6,36,0
2023-04-03T12:00,725,0.238,19.8,31,0
2023-04-03T13:00,797,0.226,20.2,27,0
2023-04-03T14:00,775,0.229,18.5,46,0.5
2023-04-03T15:00,553,0.228,19.5,34,0
2023-04-03T16:00,517,0.228,19,33,0.1
2023-04-03T17:00,350,0.227,18.1,38,0
2023-04-03T18:00,159,0.228,17.5,37,0.1
2023-04-03T19:00,33,0.23,13.6,56,0.2
2023-04-03T20:00,0,0.229,13.5,55,0
2023-04-03T21:00,0,0.233,12.1,68,0.4
2023-04-03T22:00,0,0.255,11.4,72,1.8
2023-04-03T23:00,0,0.264,11.4,76,0.7
2023-04-04T00:00,0,0.28,10.6,81,1.2
2023-04-04T01:00,0,0.312,10.8,70,0.2
2023-04-04T02:00,0,0.311,11.2,67,0
2023-04-04T03:00,0,0.31,10.9,68,0
2023-04-04T04:00,0,0.309,10.3,73,0
2023-04-04T05:00,0,0.308,10,69,0
2023-04-04T06:00,0,0.307,9.5,67,0
2023-04-04T07:00,40,0.306,9.8,68,0
2023-04-04T08:00,197,0.305,11.2,58,0
2023-04-04T09:00,385,0.303,11.7,50,0
2023-04-04T10:00,361,0.302,11.3,51,0
2023-04-04T11:00,336,0.3,11.7,51,0
2023-04-04T12:00,562,0.299,12.7,46,0.1
2023-04-04T13:00,700,0.294,13.6,41,0.2
2023-04-04T14:00,644,0.292,14.4,37,0
2023-04-04T15:00,678,0.29,15.1,32,0
2023-04-04T16:00,553,0.288,14.8,31,0
2023-04-04T17:00,395,0.287,14.3,31,0
2023-04-04T18:00,205,0.286,13.3,40,0
2023-04-04T19:00,43,0.285,10.6,56,0
2023-04-04T20:00,0,0.284,9.5,62,0
2023-04-04T21:00,0,0.284,11.3,49,0
2023-04-04T22:00,0,0.284,6.6,71,0
2023-04-04T23:00,0,0.283,6.5,70,0
2023-04-05T00:00,0,0.283,7.4,61,0
2023-04-05T01:00,0,0.287,8.4,57,0
2023-04-05T02:00,0,0.287,8,58,0
2023-04-05T03:00,0,0.286,6.5,69,0
